year,state,month,number,date
2000,Tocantins,Novembro,96,20000101
2001,Tocantins,Novembro,100,20010101
2002,Tocantins,Novembro,207,20020101
2003,Tocantins,Novembro,146,20030101
2004,Tocantins,Novembro,424,20040101
2005,Tocantins,Novembro,271,20050101
2006,Tocantins,Novembro,108,20060101
2007,Tocantins,Novembro,147,20070101
2008,Tocantins,Novembro,104,20080101
2009,Tocantins,Novembro,251,20090101
2010,Tocantins,Novembro,283,20100101
2011,Tocantins,Novembro,144,20110101
2012,Tocantins,Novembro,179,20120101
2013,Tocantins,Novembro,345,20130101
2014,Tocantins,Novembro,451,20140101
2015,Tocantins,Novembro,833,20150101
2016,Tocantins,Novembro,623,20160101
2017,Tocantins,Novembro,434,20170101
1998,Tocantins,Dezembro,9,19980101
1999,Tocantins,Dezembro,16,19990101
2000,Tocantins,Dezembro,20,20000101
2001,Tocantins,Dezembro,21,20010101
2002,Tocantins,Dezembro,39,20020101
2003,Tocantins,Dezembro,109,20030101
2004,Tocantins,Dezembro,96,20040101
2005,Tocantins,Dezembro,53,20050101
2006,Tocantins,Dezembro,15,20060101
2007,Tocantins,Dezembro,13,20070101
2008,Tocantins,Dezembro,7,20080101
2009,Tocantins,Dezembro,46,20090101
2010,Tocantins,Dezembro,72,20100101
2011,Tocantins,Dezembro,105,20110101
2012,Tocantins,Dezembro,128,20120101
2013,Tocantins,Dezembro,85,20130101
2014,Tocantins,Dezembro,223,20140101
2015,Tocantins,Dezembro,373,20150101
2016,Tocantins,Dezembro,119,20160101
